cid,course_code,serial_no,course_name,department,reg_sel,credits,restrict,time,location,instructor,year,term,quota,authorize_quota,interschool_quota,english,dept_code,note
793,HEU0029,0772,公共衛生教育實習,衛教系,選,2,◎限本系(含雙主修)、輔系修習◎必須先修過【HEU0155  健康促進與衛生教育計畫】、【HEU0028  公共衛生教育】、【HEU0011  個人衛生】◎必須先修過(也可以同時修)【HEU0156  健康促進與衛生教育導論】,六 1-4,本部 衛教系會議室,吳文琪,110,1,50,10,0,"",EU05,暑假時學生將會到各機構實習
794,HEU0056,0773,消費者保健,衛教系,選,2,◎限本系(含雙主修)、輔系修習 ◎必須先修過(也可以同時修)【HEU0156  健康促進與衛生教育導論】,一 6-7,本部 正105,廖邕,110,1,50,10,1,"",EU05,""
795,HEU0120,0774,公共衛生行政與評鑑,衛教系,選,2,"",四 6-7,本部 正103,未定,110,1,50,10,1,"",EU05,""
796,HEU0185,0775,運動心理學,衛教系,選,2,"",二 8-9,本部 正303,洪聰敏,110,1,50,10,1,"",EU05,""
797,HEUE110,0776,健康教育（健康與護理）教學實習（教）,衛教系,選,2,◎限本系(含雙主修)、輔系修習◎必須先修過【HEUE101  健康教育（健康與護理）教材教法（教）】◎必須先修過(也可以同時修)【HEU0156  健康促進與衛生教育導論】,五 1-4,本部 誠602,劉潔心 張晏蓉,110,1,50,10,0,"",EU05,""
798,HEC0003,0435,健康心理學研究,衛教碩,選,2,◎課程開放上修,四 3-4,本部 誠506,王國川,110,1,50,10,1,"",EM05,""
799,HEC0012,0436,性教育專題研究,衛教碩,選,2,◎課程開放上修,四 1-2,本部 誠602,高松景,110,1,50,10,1,"",EM05,""
800,HEC0018,0437,工作場所健康促進研究,衛教碩,選,2,◎課程開放上修,四 5-6,本部 誠506,董貞吟,110,1,50,10,1,"",EM05,""
801,HEC0023,0438,社會心理學研究,衛教碩,選,2,◎課程開放上修,四 3-4,本部 誠602,李思賢,110,1,50,10,1,"",EM05,""
802,HEC0027,0439,臺灣盛行疾病之預防,衛教碩,選,2,◎課程開放上修,二 A-B,本部 誠504,未定,110,1,50,10,1,"",EM05,""
803,HEC0034,0440,測量及評量在行為科學上之應用,衛教碩,選,2,◎課程開放上修,三 A-B,本部 誠504,王國川,110,1,50,10,1,"",EM05,""
804,HEC0040,"",文化、社會與物質濫用研討,衛教碩,選,2,◎限本系(含雙主修)修習 ◎課程開放上修,五 9-10,本部 誠506,李思賢,110,1,50,10,0,"",EM05,""
805,HEC0050,0441,校園安全與傷害控制研究,衛教碩,選,2,◎課程開放上修,四 7-8,本部 誠504,胡益進,110,1,50,10,1,"",EM05,""
806,HEC8001,0442,流行病學研究,衛教碩,選,2,◎課程開放上修,五 3-4,本部 誠506,連盈如,110,1,50,10,1,"",EM05,""
807,HEC8007,0443,多變項統計方法論,衛教碩,選,2,◎課程開放上修,二 6-7,本部 誠504,李子奇,110,1,50,10,1,"",EM05,""
808,HEC8008,0444,學校突發疫情的監測、調查、處理與預防,衛教碩,選,2,◎課程開放上修,四 A-B,本部 誠504,未定,110,1,50,10,1,"",EM05,""
809,HEC8014,0445,進階生物統計學,衛教碩,選,2,◎課程開放上修,二 8-9,本部 誠504,李子奇,110,1,50,10,1,"",EM05,""
810,HEC8018,0446,環境衛生學研究,衛教碩,選,2,◎課程開放上修,二 8-9,本部 誠602,曾治乾,110,1,50,10,1,"",EM05,""
811,HEC8019,0447,公共衛生學專題研究,衛教碩,選,2,◎課程開放上修,五 6-7,本部 誠602,張晏蓉,110,1,50,10,1,"",EM05,""
812,HEC8020,0448,衛生政策與行政研究,衛教碩,選,2,◎課程開放上修,四 A-B,本部 誠506,未定,110,1,50,10,1,"",EM05,""
813,HEM0010,0449,調查研究設計,衛教碩,選,3,◎課程開放上修,三 2-4,本部 誠602,吳文琪,110,1,50,10,1,"",EM05,""
814,HEM0070,0450,問卷設計,衛教碩,選,2,◎課程開放上修,三 8-9,本部 誠602,張晏蓉,110,1,50,10,1,"",EM05,""
815,HEM0104,0451,健康促進與衛生教育研究法,衛教碩,必,2,◎課程不開放上修,二 1-2,本部 誠602,李思賢,110,1,50,10,1,"",EM05,""
816,HEM0109,0452,健康促進與衛生教育理論與方法,衛教碩,必,2,◎課程不開放上修,二 3-4,本部 誠602,劉潔心,110,1,50,10,1,"",EM05,""
817,HEM0112,0453,進階學校衛生實習,衛教碩,必,2,◎課程不開放上修,一 1-4,本部 誠506,郭鐘隆,110,1,50,10,0,"",EM05,""
818,HEM0113,0454,進階公共衛生教育實習,衛教碩,必,2,◎課程不開放上修,二 5-8,本部 誠506,劉潔心 吳文琪,110,1,50,10,0,"",EM05,學生暑假就會去校外各機構實習
819,HED0006,0355,公共衛生教育專題研究,衛教博,選,2,◎課程不開放上修,四 7-8,本部 誠602,郭鐘隆,110,1,50,10,1,"",ED05,""
820,HED0022,0356,高級衛生統計學研討,衛教博,選,2,◎課程不開放上修,四 1-2,本部 誠506,王國川,110,1,50,10,1,"",ED05,""
821,HED0063,0357,健康促進與衛生教育哲學,衛教博,必,2,◎課程不開放上修,四 5-6,本部 誠602,胡益進,110,1,50,10,1,"",ED05,""
822,HED0004,0358,高級衛生教育研討,衛教博,必,2,◎課程不開放上修,四 7-8,本部 誠506,董貞吟,110,1,50,10,1,"",ED05,""
823,HED0039,0359,專題討論（一）,衛教博,必,1,◎課程不開放上修,四 9-10,本部 衛教系會議室,董貞吟,110,1,50,10,0,"",ED05,""
824,HGU0386,0777,家庭生活教育導論,人發系,選,2,◎限心輔博、公領博、心輔碩、公領碩、心輔系（含雙主修、輔系）、公領系（含雙主修、輔系）選修,二 3-4,本部 誠大樓公團部,黃淑滿,110,1,50,10,0,"",EU06,""
825,00UP001,0781,體育,人發系,必,1,◎限大一修習    允許重複修,五 1-2,本部 操場一,未定,110,1,50,10,0,"",EU06,""
826,00UP001,0798,體育,人發系,必,1,◎限大一修習    允許重複修,五 1-2,本部 操場一,未定,110,1,50,10,0,"",EU06,""
827,HGU0001,0799,家政教育概論,人發系,選,2,◎限本系(含雙主修)修習◎限大一修習,一 8-9,本部 誠306,葉明芬,110,1,50,10,0,"",EU06,""
828,HGU0004,0782,人類發展,人發系,必,3,◎限本系(含雙主修)修習◎限大一修習,四 2-4,本部 誠204,鍾志從,110,1,50,10,0,"",EU06,""
829,HGU0004,0800,人類發展,人發系,必,3,◎限本系(含雙主修)修習◎限大一修習,一 2-4,本部 誠206,聶西平,110,1,50,10,0,"",EU06,""
830,HGU0044,0783,幼兒文學,人發系,選,3,◎限本系(含雙主修)修習◎限大一修習,二 6-8,本部 誠206,未定,110,1,50,10,0,"",EU06,""
831,HGU0152,0778,經濟學,人發系,選,2,◎限本系(含雙主修)修習◎限大一修習,一 6-7,本部 誠307,周有熙,110,1,50,20,3,"",EU06,""
832,HGU0233,0801,家庭生活教育概論,人發系,必,3,◎限本系(含雙主修)修習◎限大一修習,四 2-4,本部 誠206,黃淑滿,110,1,50,10,0,"",EU06,""
833,HGU0249,0784,幼兒教育哲學,人發系,必,3,◎限本系(含雙主修)修習◎限大一修習,四 6-8,本部 誠204,張菀真,110,1,50,5,0,"",EU06,""
834,HGU0373,0785,幼兒教保概論,人發系,必,3,◎限本系(含雙主修)修習◎限大一修習,二 2-4,本部 誠204,鍾志從,110,1,50,5,0,"",EU06,""
835,HGU0020,0803,家庭資源與管理,人發系,必,3,◎限本系(含雙主修)修習◎必須先修過【HGU0233  家庭生活教育概論】,一 6-8,本部 誠206,魏秀珍,110,1,50,10,0,"",EU06,""
836,HGU0147,0786,幼兒教育課程設計,人發系,必,3,◎限本系(含雙主修)修習◎必須先修過【HGU0004  人類發展】、【HGU0373  幼兒教保概論】,四 2-4,本部 誠207,張菀真,110,1,50,10,0,"",EU06,""
837,HGU0261,0787,嬰幼兒行為觀察,人發系,必,3,◎限本系(含雙主修)修習◎必須先修過【HGU0004  人類發展】,二 6-8,本部 誠204,王馨敏,110,1,50,10,0,"",EU06,""
838,HGU0265,3317,服裝學,人發系,選,3,"",三 6-8,本部 誠206,楊翠竹,110,1,50,10,0,"",EU06,""
839,HGU0267,0804,服裝結構與製作（一）,人發系,選,3,◎限本系(含雙主修)修習  ◎加退選階段需人工加選◎必須先修過【HGU0081  織物學】,四 6-9,本部 勤101,楊翠竹,110,1,25,10,0,"",EU06,""
840,HGU0280,0788,特殊幼兒發展與輔導,人發系,選,3,◎限本系(含雙主修)修習◎必須先修過【HGU0004  人類發展】,四 6-8,本部 誠205,未定,110,1,50,5,0,"",EU06,""
841,HGU0285,0805,飲食文化,人發系,選,2,◎限本系(含雙主修)修習,一 3-4,本部 誠207,未定,110,1,50,10,0,"",EU06,""
842,HGU0309,0806,消費者行為與教育,人發系,必,3,◎限本系(含雙主修)修習,二 2-4,本部 誠207,魏秀珍,110,1,50,10,0,"",EU06,""
843,HGU0374,0789,嬰幼兒健康與安全,人發系,必,3,◎限本系(含雙主修)修習◎必須先修過【HGU0004  人類發展】,二 2-4,本部 樸302,聶西平,110,1,50,10,0,"",EU06,""
844,HGU0198,0807,家庭理論,人發系,必,3,◎限本系(含雙主修)修習,五 2-4,本部 誠207,周麗端,110,1,50,5,0,"",EU06,""
845,HGU0237,0808,家庭生活教育方案設計,人發系,必,3,◎限本系(含雙主修)修習◎必須先修過【HGU0233  家庭生活教育概論】、【HGU0191  家庭發展】,二 2-4,本部 誠206,林如萍,110,1,50,5,0,"",EU06,""
846,HGU0272,0779,研究法,人發系,必,3,◎限本系(含雙主修)修習,一 6-8,本部 誠204,吳志文,110,1,50,5,0,"",EU06,""
847,HGU0318,0809,婚姻與家人關係,人發系,必,3,◎限本系(含雙主修)修習◎必須先修過【HGU0191  家庭發展】,三 6-8,本部 誠204,吳志文,110,1,50,10,0,"",EU06,""
848,HGU0331,0790,嬰幼兒發展與學習評量,人發系,選,3,◎限本系(含雙主修)修習◎必須先修過【HGU0261  嬰幼兒行為觀察】,四 7-9,本部 誠206,周于佩,110,1,50,5,0,"",EU06,""
849,HGU0375,0791,幼兒教育教材教法（一）,人發系,必,2,◎限本系(含雙主修)修習◎必須先修過【HGU0147  幼兒教育課程設計】,四 3-4,本部 誠105,周于佩,110,1,45,3,0,"",EU06,""
850,HGUE001,0780,家政教材教法（教）,人發系,選,2,◎必須先修過【HGU0001  家政教育概論】,二 6-7,本部 誠205,葉明芬,110,1,50,10,0,"",EU06,""
851,HGU0019,0810,家庭社會學,人發系,必,3,◎限本系(含雙主修)修習◎必須先修過【HGU0198  家庭理論】,一 7-9,本部 誠205,聶西平,110,1,50,5,0,"",EU06,""
852,HGU0023,0792,親職教育,人發系,必,3,◎限本系(含雙主修)修習◎必須先修過【HGU0004  人類發展】、【HGU0191  家庭發展】,一 2-4,本部 勤103,張菀真,110,1,50,10,0,"",EU06,""
853,HGU0306,0793,幼教行政與管理,人發系,選,3,◎必須先修過【HGU0373  幼兒教保概論】,一 6-8,本部 樸305,周于佩,110,1,50,10,0,"",EU06,""
854,HGU0308,0794,兒童產業行銷,人發系,選,3,◎限本系(含雙主修)修習,四 2-4,本部 誠205,未定,110,1,50,5,0,"",EU06,""
855,HGU0378,0795,幼兒園教學實習（二）,人發系,必,2,◎限本系(含雙主修)修習◎必須先修過【HGU0377  幼兒園教學實習（一）】,二 1-4,本部 誠205,賴文鳳 張菀真,110,1,50,5,0,"",EU06,""
856,HGU0389,0796,幼教職場實習,人發系,必,3,◎限本系(含雙主修)修習◎必須先修過【HGU0374  嬰幼兒健康與安全】、【HGU0388  幼教職場觀摩】,六 1-6,本部 教室自排,鍾志從 張鑑如,110,1,50,5,0,"",EU06,""
857,HGU0391,0811,家庭生活教育職場實習,人發系,必,3,◎限本系(含雙主修)修習◎必須先修過【HGU0390  家庭生活教育職場觀摩】,六 7-B,本部 教室自排,楊翠竹,110,1,50,5,0,"",EU06,""
858,HGUE210,0797,幼兒保育科教學實習（教）,人發系,選,2,◎限本系(含雙主修)修習◎必須先修過【HGUE201  幼兒保育科教材教法（教）】,三 6-9,本部 誠205,葉明芬,110,1,50,10,0,"",EU06,""
859,HGUE310,0812,家政教學實習（一）（教）,人發系,選,2,◎必須先修過【HGU0001  家政教育概論】、【HGUE001  家政教材教法（教）】,二 1-4,本部 勤103,葉明芬,110,1,50,10,0,"",EU06,""
860,HGM0091,0455,家庭資源與管理研究,人發碩,選,3,◎課程不開放上修,三 9-A,本部 勤102,魏秀珍,110,1,50,10,0,"",EM06,""
861,HGM0132,0456,婚姻研究,人發碩,選,3,◎課程不開放上修,三 2-4,本部 勤102,林如萍,110,1,50,10,0,"",EM06,""
862,HGM0190,0457,多元文化幼兒教育研究,人發碩,選,3,◎課程不開放上修,一 6-8,本部 勤103,賴文鳳,110,1,50,10,5,"",EM06,""
863,HGM0193,0458,社會科學研究法,人發碩,必,3,◎課程不開放上修,二 2-4,本部 勤102,王馨敏,110,1,50,10,0,"",EM06,""
864,HGM0198,0459,質性研究,人發碩,選,3,◎課程不開放上修,四 6-8,本部 勤102,黃淑滿,110,1,50,10,0,"",EM06,""
865,HGM0212,0464,專題討論（一）,人發碩,必,2,◎課程不開放上修,一 2-3,本部 人發系視聽室,吳志文,110,1,50,10,0,"",EM06,""
866,HGM0212,0465,專題討論（一）,人發碩,必,2,◎課程不開放上修,一 2-3,本部 勤102,賴文鳳,110,1,50,10,0,"",EM06,""
867,HGM0213,0466,專題討論（二）,人發碩,必,2,◎必須先修過【HGM0212  專題討論（一）】 ◎課程不開放上修,三 8-9,本部 勤103,王馨敏,110,1,50,10,0,"",EM06,""
868,HGC0079,0460,嬰幼兒遊戲心理與行為研究,人發碩,選,3,◎課程不開放上修,三 2-4,本部 人發系視聽室,未定,110,1,50,10,0,"",EM06,""
869,HGC0080,0461,老人與家庭研究,人發碩,選,3,◎課程不開放上修,一 6-8,本部 勤102,未定,110,1,50,10,0,"",EM06,""
870,HGC8006,0462,嬰幼兒語言發展研究,人發碩,選,3,◎課程不開放上修,一 9-A,本部 教室自排,張鑑如,110,1,50,10,0,"",EM06,教室：人發系多功能活動室
871,HGC8011,0463,家庭生活教育與傳播研究,人發碩,選,3,◎課程不開放上修,四 2-4,本部 勤102,未定,110,1,50,10,0,"",EM06,""
872,HGD0111,0360,家庭研究設計專題,人發博,選,3,◎課程不開放上修,四 9-A,本部 勤102,未定,110,1,50,10,0,"",ED06,""
873,HGD0213,0361,專題討論（三）,人發博,必,2,◎課程不開放上修,二 7-8,本部 勤102,林如萍,110,1,50,10,0,"",ED06,""
874,HGD0213,0362,專題討論（三）,人發博,必,2,◎課程不開放上修,一 2-3,本部 人發系小會議室,張鑑如,110,1,50,10,0,"",ED06,""
875,HGD0214,0363,專題討論（四）,人發博,必,2,◎必須先修過【HGD0213  專題討論（三）】 ◎課程不開放上修,三 6-7,本部 勤102,鍾志從 王馨敏,110,1,50,10,0,"",ED06,""
876,CEU0011,0813,經濟學,公領系,必,2,◎公領系 不得修習,一 10-A,本部 教201演講廳,周有熙,110,1,100,20,3,"",EU07,""
877,CEU0499,0814,探索體育,公領系,選,2,"",四 6-7,本部 誠大樓公團部,吳崇旗,110,1,50,6,2,"",EU07,""
878,CEU0507,0815,社會領域課程概論,公領系,選,2,"",五 3-4,本部 誠106,王錦雀,110,1,45,3,0,"",EU07,◎進階服務學習  限大三、大四選修。必須先修過「社會領域課程概論」，才能修「社會領域探究與實作專題」。
879,CEU0490,0816,組織行為,公領系,選,3,◎限大一修習,四 3-5,本部 誠107,曾冠球,110,1,50,10,2,"",EU07,""
880,00UP001,0817,體育,公領系,必,1,◎限大一修習    允許重複修,五 6-7,本部 操場一,未定,110,1,50,10,0,"",EU07,""
881,CEU0003,0818,政治學,公領系,必,2,◎限大一修習,一 6-7,本部 誠401,呂啟民,110,1,80,10,1,"",EU07,""
882,CEU0004,0819,法學緒論,公領系,必,2,◎限大一修習,二 6-7,本部 教201演講廳,林安邦,110,1,200,10,10,"",EU07,""
883,CEU0005,0820,社會學,公領系,必,2,◎限大一修習,一 8-9,本部 正103,未定,110,1,50,10,0,"",EU07,兼任教師：王美文老師。
884,CEU0006,0821,哲學概論,公領系,必,2,◎限大一修習,三 6-7,本部 誠401,王錦雀,110,1,60,10,2,"",EU07,""
885,CEU0370,0822,領導概論,公領系,必,2,◎限大一修習,二 8-9,本部 綜210展覽廳,吳崇旗 未定,110,1,50,6,2,"",EU07,兼任教師：蕭如軒老師。
886,00UP001,0823,體育,公領系,必,1,◎限大一修習    允許重複修,五 8-9,本部 操場一,未定,110,1,50,10,0,"",EU07,""
887,CEU0003,0824,政治學,公領系,必,2,◎限大一修習,一 8-9,本部 誠401,呂啟民,110,1,80,10,1,"",EU07,""
888,CEU0004,0825,法學緒論,公領系,必,2,◎限大一修習,二 1-2,本部 教201演講廳,林佳範,110,1,100,10,2,"",EU07,""
889,CEU0005,0826,社會學,公領系,必,2,◎限大一修習,一 3-4,本部 誠401,未定,110,1,50,10,0,"",EU07,兼任教師：王美文老師。
890,CEU0006,0827,哲學概論,公領系,必,2,◎限大一修習,三 8-9,本部 誠401,王錦雀,110,1,60,10,2,"",EU07,""
891,CEU0370,0828,領導概論,公領系,必,2,◎限大一修習,二 6-7,本部 綜210展覽廳,吳崇旗 未定,110,1,50,6,2,"",EU07,兼任教師：蕭如軒老師。
892,CEU0072,0829,個體經濟學,公領系,必,2,"",二 6-7,本部 正105,楊智元,110,1,50,10,0,"",EU07,""
893,CEU0326,0830,經驗教育概論,公領系,必,2,"",四 8-9,本部 誠大樓公團部,未定,110,1,50,10,0,"",EU07,兼任教師：謝宜蓉老師。
894,CEU0333,0831,民法（二）,公領系,必,2,"",二 3-4,本部 教201演講廳,林安邦,110,1,200,10,10,"",EU07,""
895,CEU0334,0832,刑法（一）,公領系,必,2,"",四 3-4,本部 誠402,林佳範,110,1,50,10,2,"",EU07,""
896,CEU0345,0833,戶外教育概論,公領系,必,2,"",四 1-2,本部 童技室,陳永龍,110,1,50,10,1,"",EU07,""
897,CEU0381,0834,自然體驗活動,公領系,選,2,"",一 6-7,本部 誠大樓公團部,徐秀婕,110,1,50,10,0,"",EU07,""
898,CEU0439,0835,會計學,公領系,選,3,"",五 3-5,本部 綜210展覽廳,未定,110,1,165,10,2,"",EU07,兼任教師：卓瑞蘋老師。
899,CEU0469,0836,童軍露營活動（一）,公領系,選,2,"",五 8-9,本部 誠大樓公團部,徐秀婕,110,1,50,6,0,"",EU07,""
900,CEU0506,0837,戶外探索引導與反思,公領系,必,2,"",六 1-2,本部 教室自排,謝智謀,110,1,24,0,0,"",EU07,本課程於12/21~12/26密集授課並限24人。
901,CEU0510,0838,綜合活動領域教學與評量,公領系,選,2,"",一 8-9,本部 誠大樓公團部,徐秀婕,110,1,50,10,0,"",EU07,""
902,CEU0017,0839,倫理學,公領系,必,2,"",三 6-7,本部 誠402,李琪明,110,1,50,10,2,"",EU07,""
903,CEU0033,0840,國際政治,公領系,選,2,"",二 1-2,本部 誠401,未定,110,1,50,10,1,"",EU07,兼任教師：鄧毓浩老師。
904,CEU0038,0841,比較政府與政治,公領系,選,2,"",一 6-7,本部 誠402,未定,110,1,50,10,1,"",EU07,兼任教師：鄧毓浩老師。
905,CEU0046,0842,行政法,公領系,選,3,"",一 8-10,本部 誠402,劉恆妏,110,1,50,20,0,"",EU07,""
